TTDTargetID	Target_Name	Indication	ICD9	ICD10
T89697	Indoleamine 2,3-dioxygenase	Cancer	140-229	C00-C96
T89697	Indoleamine 2,3-dioxygenase	Depression	311	F30-F39
T89747	mRNA of Abl	Chronic myelogenous leukaemia	205.1	C92.1
T89772	Vesicular acetylcholine transporter	Amyotrophic lateral sclerosis	335.2	G12.2
T89846	Herpesvirus DNA polymerase	Viral infections	054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053	B01, B02, A60, B00, B27, G05.1, P35.2
T89873	Ferritin	Lymphoma	202.8, 208.9	C81-C86
T89883	Ryanodine receptor	Malignant hyperthermia	995.86	T88.3
T89918	Glycinamide ribonucleotide formyltransferase	Cancer	140-229	C00-C96
T89950	Calcitonin gene-related peptide	Asthma		J45
T89950	Calcitonin gene-related peptide	Migraine	346	G43
T89988	C-C chemokine receptor type 2	Alzheimer disease	331	G30
T89988	C-C chemokine receptor type 2	Arteriosclerosis	440	I70
T89988	C-C chemokine receptor type 2	Arthritis	710-719	M00-M25
T89988	C-C chemokine receptor type 2	Atherosclerosis	414.0, 440	I70
T89988	C-C chemokine receptor type 2	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
T89988	C-C chemokine receptor type 2	Diabetic nephropathy	250.4	E11.21
T89988	C-C chemokine receptor type 2	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T89988	C-C chemokine receptor type 2	Metastatic cancer; Multiple scierosis	140-199, 140-229, 210-229, 340	D10-D36, D3A, G35
T89988	C-C chemokine receptor type 2	Multiple scierosis	340	G35
T89988	C-C chemokine receptor type 2	Neuropathic pain	356.0, 356.8	G64, G90.0
T89988	C-C chemokine receptor type 2	Obese insulin-resistant disorders; Rheumatoid arthritis	250, 710-719, 714	E11, M05-M06
T89988	C-C chemokine receptor type 2	Rheumatoid arthritis	710-719, 714	M05-M06
T90074	Triple angiokinase	Idiopathic pulmonary fibrosis; Non-small cell lung cancer	516.3	J84.1, C33-C34
T90074	Triple angiokinase	Ovarian cancer	183	C56
T90080	Multidrug-resistance	Cancer	140-229	C00-C96
T90194	HCMV terminase	Viral infections	054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053	B01, B02, A60, B00, B27, G05.1, P35.2
T90391	mRNA of CYP3A4	Anxiety disorder	300, 311	F32, F40-F42
T90482	Phosphodiesterase (PDE)	Asthma		J45
T90482	Phosphodiesterase (PDE)	Bronchodilator	493	J45
T90482	Phosphodiesterase (PDE)	Cardiac failure		I50
T90482	Phosphodiesterase (PDE)	Cardiotonic		I50
T90482	Phosphodiesterase (PDE)	Cerebrovascular ischaemia	434.91	I61-I63
T90482	Phosphodiesterase (PDE)	Diabetes	253.5, 588.1	E23.2, N25.1
T90482	Phosphodiesterase (PDE)	Inflammation		E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, G89
T90482	Phosphodiesterase (PDE)	Septic shock	785.52	A41.9
T90553	MARK3	Mesothelioma	163	C45
T90648	mRNA of B-Raf	Cancer	140-229	C00-C96
T90648	mRNA of B-Raf	Parkinson's disease	332	G20
T90768	mRNA of HIV Tar and Tat/Rev	Human immunodeficiency virus infection	279.3	B20-B26
T90828	Interleukin-5 receptor subunit alpha	Asthma; Chronic obstructive pulmonary disease	490-492, 493, 494-496	J40-J44, J47, J45
T90828	Interleukin-5 receptor subunit alpha	Asthma; Chronic obstructive pulmonary disease; Hypereosinophilic syndrome; asthma; Eosinophilic chronic rhinosinusitis		D72.1, J40-J44, J45
T90989	FGF-4 receptor	Cancer	140-229	C00-C96
T90989	FGF-4 receptor	Obesity	278	E66
T90989	FGF-4 receptor	Solid tumours	140-199, 210-229	C00-D48
T91023	Roof plate-specific spondin 1	Gastrointestinal disease		K00-K93
T91286	STEAP1	Prostate cancer	185	C61
T91331	FGF-3 receptor	Advanced or metastatic renal cell cancer	189	C64
T91331	FGF-3 receptor	Alzheimer disease	331	G30
T91331	FGF-3 receptor	Cancer	140-229	C00-C96
T91331	FGF-3 receptor	Hepatocellular carcinoma	155	C22.0
T91331	FGF-3 receptor	Multiple myeloma	203	C90
T91331	FGF-3 receptor	Retinoblastoma		C69.2
T91331	FGF-3 receptor	Solid tumours	140-199, 210-229	C00-D48
T91442	Varicella-zoster virus DNA polymerase	Herpes simplex virus infection	54	B00
T91450	Poly-N-acetylglucosamine (PNAG)	Serious infections	001-139	A00-B99
T91480	Sulfonylurea receptor 1	Atrial fibrillation	272, 427.31	E78, I48
T91480	Sulfonylurea receptor 1	Diabetes	253.5, 588.1	E23.2, N25.1
T91480	Sulfonylurea receptor 1	Non-insulin dependent diabetes		E11.9
T91480	Sulfonylurea receptor 1	Type 1 diabetes	250	E10
T91546	Inhibiting the induction of nitric oxide synthase	Postoperative pain		G89
T91661	Adenosine kinase	Convulsions	780.3	R56.0
T91661	Adenosine kinase	Epilepsy		G40
T91661	Adenosine kinase	Epileptic seizures	345.9, 780.3	G40, P90, R56
T91661	Adenosine kinase	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T91696	Fibronectin	Colorectal cancer	153, 154	C18-C21
T91761	Tyrosine-protein kinase itk/tsk	Allergy	995.3	T78.4
T91894	Proto-oncogene Mas	Diabetic foot ulcer	707	L88-L89
T91894	Proto-oncogene Mas	Sarcoma	202.8	C81-C86
T92030	Human pro-islet peptide	Liver failure		K72.9
T92030	Human pro-islet peptide	Type 1/2 diabetes	250, 278	E08-E13
T92035	HCV internal ribosome entry site (IRES)	HCV infection	070.4, 070.5, 070.70	B17.1, B18.2
T92042	GDNF receptor alpha-3	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T92057	Receptor protein-tyrosine kinase erbB-4	Cancer	140-229	C00-C96
T92057	Receptor protein-tyrosine kinase erbB-4	Non-small cell lung cancer		C33-C34
T92057	Receptor protein-tyrosine kinase erbB-4	Solid tumours	140-199, 210-229	C00-D48
T92072	Adenosine A1 receptor	Acute and chronic heart failure	428	I50
T92072	Adenosine A1 receptor	Allergy	995.3	T78.4
T92072	Adenosine A1 receptor	Atrial fibrillation	272, 427.31	E78, I48
T92072	Adenosine A1 receptor	Atrial fibrillation; Cardiac arrhythmias	272, 427.31, 427	E78, I48, I47-I49
T92072	Adenosine A1 receptor	Autoimmune diabetes		E08-E13
T92072	Adenosine A1 receptor	Cardiac arrhythmias	427	I47-I49
T92072	Adenosine A1 receptor	Cardiac disease		I00-I99
T92072	Adenosine A1 receptor	Cognitive disorders	290-294, 294.0, 780.09, 780.9, 780.93	F01-F07, F04, F05, R41.3
T92072	Adenosine A1 receptor	Diabetes	253.5, 588.1	E23.2, N25.1
T92072	Adenosine A1 receptor	Fatigue; Orthostatic hypotension	458.0, 780.7	I95.1, R53
T92072	Adenosine A1 receptor	Glaucoma	365	H40-H42
T92072	Adenosine A1 receptor	Heart failure	428	I50
T92072	Adenosine A1 receptor	Hyperlipidaemia	272.0-272.4	E78
T92072	Adenosine A1 receptor	Hypertension	401	I10-I16
T92072	Adenosine A1 receptor	Hypertriglyceridemia	272.1, 427	E78.1, E78.2, E78.3, I47-I49
T92072	Adenosine A1 receptor	Multiple scierosis	340	G35
T92072	Adenosine A1 receptor	Neuropathic pain	356.0, 356.8	G64, G90.0
T92072	Adenosine A1 receptor	Parkinson's disease	332	G20
T92072	Adenosine A1 receptor	Renal failure	584, 585	N17, N18, N19
T92072	Adenosine A1 receptor	Sepsis	995.91	A40, A41
T92076	Extracellular calcium-sensing receptor	Cardiovascular disease; Kidney disease	390-459, 580-589	I00-I99, N00-N29
T92076	Extracellular calcium-sensing receptor	Cerebrovascular ischaemia	434.91	I61-I63
T92076	Extracellular calcium-sensing receptor	Hyperparathyroidism	252.02, 588.81	E21.1
T92076	Extracellular calcium-sensing receptor	Myelodysplastic syndrome	238.7	D46
T92076	Extracellular calcium-sensing receptor	Osteoporosis	733.0, V07.4	M80-M81, Z79.890
T92076	Extracellular calcium-sensing receptor	Secondary hyperparathyroidism		E21.1
T92078	Dihydropyrimidinase related protein 2	Convulsions	780.3	R56.0
T92078	Dihydropyrimidinase related protein 2	Epilepsy		G40
T92078	Dihydropyrimidinase related protein 2	Painful diabetic neuropathy	250.6,338,780	E10.4, E11.4, E13.4, G89, R52
T92124	Tumor necrosis factor receptor superfamily member 4	Prostate cancer	185	C61
T92138	Phosphodiesterase	Angina pectoris	413	I20
T92144	Angiopoietin 1 receptor	Arthritis; Myelodysplastic syndrome	710-719, 238.7	M00-M25, D46
T92144	Angiopoietin 1 receptor	Cancer	140-229	C00-C96
T92144	Angiopoietin 1 receptor	Ischemia	459.89	I99.8
T92144	Angiopoietin 1 receptor	Solid tumours	140-199, 210-229	C00-D48
T92220	Virus capside protein	Human immunodeficiency virus infection	279.3	B20-B26
T92281	Neuronal pentraxin-2	Macular degeneration	362.5	H35.3
T92308	DNA (cytosine-5)-methyltransferase	Myelodysplastic syndrome	238.7	D46
T92328	Ryanodine receptor 1	Heart failure	428	I50
T92403	Sodium/hydrogen exchanger 3	Cardiac arrhythmias	427	I47-I49
T92403	Sodium/hydrogen exchanger 3	Cheyne-stokes respiration		R06.3
T92403	Sodium/hydrogen exchanger 3	Chronic kidney disease	403, 585.1-585.5, 585.9	N18
T92403	Sodium/hydrogen exchanger 3	Constipation	564	K59.0
T92403	Sodium/hydrogen exchanger 3	Heart arrhythmia		I47-I49
T92403	Sodium/hydrogen exchanger 3	Renal disease		N00-N29
T92424	Integrin alpha-V/beta-5	Ocular disease		H00-H59
T92424	Integrin alpha-V/beta-5	Osteoporosis	733.0, V07.4	M80-M81, Z79.890
T92458	Cytochrome P450 24	Psoriasis	696	L40
T92500	Haemopilus ifluenze type b	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T92609	Alpha-1A adrenergic receptor	Benign prostatic hyperplasia	600	N40
T92609	Alpha-1A adrenergic receptor	Cognitive disorders	290-294, 294.0, 780.09, 780.9, 780.93	F01-F07, F04, F05, R41.3
T92609	Alpha-1A adrenergic receptor	Female sexual dysfunction	302.7	F52
T92609	Alpha-1A adrenergic receptor	Glaucoma	365	H40-H42
T92609	Alpha-1A adrenergic receptor	Hypertension	401	I10-I16
T92609	Alpha-1A adrenergic receptor	Major depressive disorder	296.2, 296.3, 710.0	F32, F33, M32
T92609	Alpha-1A adrenergic receptor	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T92609	Alpha-1A adrenergic receptor	Post-traumatic stress disorder	309.81	F43.1
T92609	Alpha-1A adrenergic receptor	Prostate cancer; Benign prostatic hyperplasia	140-229, 185, 600	C61, N40
T92609	Alpha-1A adrenergic receptor	Prostate disease		N42.9
T92609	Alpha-1A adrenergic receptor	Prostate hyperplasia		N40
T92609	Alpha-1A adrenergic receptor	Stress urinary incontinence		N39.3
T92609	Alpha-1A adrenergic receptor	Unspecified		
T92609	Alpha-1A adrenergic receptor	Urinary incontinence	788.3	N39.3, N39.4, R32
T92640	Lysophosphatidic acid receptor Edg-2	Idiopathic pulmonary fibrosis	516.3	J84.1
T92653	Neuropeptide Y receptor	Mood disorder		F30-F39
T92687	H+ K+ ATPase	Duodenal ulcers		K25-K27
T92687	H+ K+ ATPase	Gastroesophageal reflux disease	140-229, 530	K21
T92687	H+ K+ ATPase	Gastrointestinal disease		K00-K93
T92687	H+ K+ ATPase	Nsaid-related gastric ulcer	531	K25
T92687	H+ K+ ATPase	Peptic ulcer	531-534	K25-K27
T92687	H+ K+ ATPase	Ulcerative colitis	556	K51
T92687	H+ K+ ATPase	Unspecified		
T92750	Complement factor I	Cerebrovascular ischaemia	434.91	I61-I63
T92777	Maltase-glucoamylase, intestinal	Acquired immune deficiency syndrome	42	B20
T92777	Maltase-glucoamylase, intestinal	Cardiovascular disorder		I00-I99
T92777	Maltase-glucoamylase, intestinal	Dengue fever	61	A90
T92777	Maltase-glucoamylase, intestinal	Diabetes	253.5, 588.1	E23.2, N25.1
T92777	Maltase-glucoamylase, intestinal	Hyperglycemia	790.29	R73.9
T92777	Maltase-glucoamylase, intestinal	Muscle disease		M60-M63
T92777	Maltase-glucoamylase, intestinal	Pompe's disease		E74.02
T92777	Maltase-glucoamylase, intestinal	Type 2 diabetes	250	E11
T92828	Endothelin B receptor	Arrhythmia	427	I47-I49
T92828	Endothelin B receptor	Cancer	140-229	C00-C96
T92828	Endothelin B receptor	Cardiovascular disorder		I00-I99
T92828	Endothelin B receptor	Hypertension	401	I10-I16
T92828	Endothelin B receptor	Pulmonary arterial hypertension	416	I27.0, I27.2
T92828	Endothelin B receptor	Solid tumours	140-199, 210-229	C00-D48
T92963	Natriuretic peptide receptor	Chronic heart failure	428	I50
T93062	Multidrug resistance protein 3	Acute myeloid leukemia	205	C92.0
T93062	Multidrug resistance protein 3	Cancer	140-229	C00-C96
T93122	Neurotrophic factor production	Neurological disease	338, 338.2, 410, 782.3,780	I21, I22, R52, R52.1-R52.2, R60.9, G89
T93198	Methyltransferase	Leukemia	208.9	C90-C95
T93262	mRNA of PKC-epsilon	Human immunodeficiency virus infection	279.3	B20-B26
T93283	Prostatic acid phosphatase	Prostate cancer	185	C61
T93344	Squalene monooxygenase	Coronary artery disease	410-414, 429.2	I20-I25
T93344	Squalene monooxygenase	Dermatomycosis		B36.0
T93344	Squalene monooxygenase	Hypercholesterolemia		E78
T93344	Squalene monooxygenase	Jock itch; Athlete's foot	110.3, 110.4	B35.3, B35.6
T93368	Outer membrane protein	Haemophilus influenza		B96.3
T93430	ATP binding cassette	Insulin resistance		E00-E90
T93440	Interleukin-6 receptor	Ankylosing spondylitis	720	M08.1, M45
T93440	Interleukin-6 receptor	Autoimmune diabetes		E08-E13
T93440	Interleukin-6 receptor	Cutaneous lupus erythematosus	710	M32
T93440	Interleukin-6 receptor	Juvenile idiopathic arthritis	714.3	M08.0
T93440	Interleukin-6 receptor	Melanoma	172	C43
T93440	Interleukin-6 receptor	Multiple myeloma	203	C90
T93440	Interleukin-6 receptor	Rheumatoid arthritis	710-719, 714	M05-M06
T93440	Interleukin-6 receptor	Severely active rheumatoid arthritis		M05-M06
T93450	Interleukin-24 ligand	Solid tumours	140-199, 210-229	C00-D48
T93485	HBV protein priming reaction and the packaging reaction	Viral infections	054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053	B01, B02, A60, B00, B27, G05.1, P35.2
T93509	Calcitonin gene-related peptide 1	Neuropathic pain	356.0, 356.8	G64, G90.0
T93515	P2Y purinoceptor 2	Constipation	564	K59.0
T93515	P2Y purinoceptor 2	Cystic fibrosis	277	E84
T93515	P2Y purinoceptor 2	Dry eye disease	370.33	H16.229
T93515	P2Y purinoceptor 2	Lung cancer	162	C33-C34
T93566	mRNA of human 5-lipoxygenase	Asthma		J45
T93627	HIV GAG protein	HIV-1 infection	001-139, 042	B20-B24
T93627	HIV GAG protein	Human immunodeficiency virus infection	279.3	B20-B26
T93661	mRNA of Smad7	Crohn's disease	555	K50
T93662	Hyaluronidase	Immunodeficiency	279.3	D84.9
T93662	Hyaluronidase	Pancreatic cancer	140-199, 140-229, 157, 210-229	C25
T93662	Hyaluronidase	Schizophrenia; Bipolar disorder	295, 296	F20, F31
T93683	Lipid peroxidation	Ischemia	459.89	I99.8
T93683	Lipid peroxidation	Neurological disease	338, 338.2, 410, 782.3,780	I21, I22, R52, R52.1-R52.2, R60.9, G89
T93703	Cytokine	Allergic rhinitis	472.0, 477, 995.3	J00, J30, J31.0, T78.4
T93783	HIV-1 Tat protein	Human immunodeficiency virus infection	279.3	B20-B26
T93783	HIV-1 Tat protein	Rheumatoid arthritis	710-719, 714	M05-M06
T93788	Glucose-dependent insulinotropic receptor	Diabetes	253.5, 588.1	E23.2, N25.1
T93788	Glucose-dependent insulinotropic receptor	Gastric cancer; Type 2 diabetes	151, 250	C16, E11
T93788	Glucose-dependent insulinotropic receptor	Non-insulin dependent diabetes		E11.9
T93788	Glucose-dependent insulinotropic receptor	Peripheral arterial disease; Type 2 diabetes	443, 250	I73, E11
T93788	Glucose-dependent insulinotropic receptor	Type 2 diabetes	250	E11
T93878	Solute carrier family 12 member 1	Edema associated with congestive heart failure	428.0, 782.3	I50, R60.9
T93878	Solute carrier family 12 member 1	High blood pressure	401	I10-I16
T93878	Solute carrier family 12 member 1	Hypertension; Edema	401	I10-I16, R60.9
T93878	Solute carrier family 12 member 1	Hypokalemia	276.8	E87.6
T93878	Solute carrier family 12 member 1	Oedema and hypertension	401, 782.3	I10, I11, I12, I13, I15, R60.9
T93903	Caspase-9	Cancer	140-229	C00-C96
T93903	Caspase-9	Cystic fibrosis	277	E84
T93923	CD137 antigen	Immune disorder		D80-D89
T93923	CD137 antigen	Non-hodgkin's lymphoma		C85
T93923	CD137 antigen	Solid tumours	140-199, 210-229	C00-D48
T93955	Mannitol-1-phosphate 5-dehydrogenase	Renal failure; Bronchiectasis	584, 585, 494, 748.61	N17, N18, N19, J47, Q33.4
T94033	Coagulation factor IIa	Angina pectoris	413	I20
T94033	Coagulation factor IIa	Atopic dermatitis	691.8, 692.9	L00-L99
T94033	Coagulation factor IIa	Atrial fibrillation; Venous thromboembolism; Myocardial infarction	410, 427.31, 453	I21, I22, I48, I80-I82
T94033	Coagulation factor IIa	Bleeding	444, 453	I74, I80-I82
T94033	Coagulation factor IIa	Blood coagulation disorders		D65-D68
T94033	Coagulation factor IIa	Blood forming organ disorders		D75.9
T94033	Coagulation factor IIa	Cancer	140-229	C00-C96
T94033	Coagulation factor IIa	Cardiovascular disorder		I00-I99
T94033	Coagulation factor IIa	Coagulation		I80-I82
T94033	Coagulation factor IIa	Heart arrhythmia		I47-I49
T94033	Coagulation factor IIa	Multiple scierosis	340	G35
T94033	Coagulation factor IIa	Myocardial infarction	410	I21, I22
T94033	Coagulation factor IIa	Neurological disease	338, 338.2, 410, 782.3,780	I21, I22, R52, R52.1-R52.2, R60.9, G89
T94033	Coagulation factor IIa	Nonvalvular atrial fibrillation; Thrombosis	427.31, 437.6, 453, 671.5, 671.9	I48, I80-I82
T94033	Coagulation factor IIa	Solid tumours	140-199, 210-229	C00-D48
T94033	Coagulation factor IIa	Stroke in atrial fibrillation	427.31, 434.91	I48, I61-I63
T94033	Coagulation factor IIa	Thrombocytopenia	287.3, 287.4, 287.5	D69.6, P61.0
T94033	Coagulation factor IIa	Thromboembolism	437.6, 453, 671.5, 671.9	I80-I82
T94033	Coagulation factor IIa	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
T94033	Coagulation factor IIa	Unspecified		
T94033	Coagulation factor IIa	Venous thrombosis	437.6, 453, 671.5, 671.9	I80-I82
T94085	Retinoic acid receptor alpha	Acquired immune deficiency syndrome	42	B20
T94085	Retinoic acid receptor alpha	Alzheimer disease	331	G30
T94085	Retinoic acid receptor alpha	Colorectal cancer	153, 154	C18-C21
T94085	Retinoic acid receptor alpha	Solid tumours	140-199, 210-229	C00-D48
T94306	Integrin alpha-5/beta-1	Melanoma	172	C43
T94306	Integrin alpha-5/beta-1	Non-small cell lung cancer		C33-C34
T94306	Integrin alpha-5/beta-1	Ocular disease		H00-H59
T94306	Integrin alpha-5/beta-1	Solid tumours	140-199, 210-229	C00-D48
T94309	Triacylglycerol lipase, pancreatic	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T94309	Triacylglycerol lipase, pancreatic	Cystic fibrosis	277	E84
T94309	Triacylglycerol lipase, pancreatic	Exocrine pancreatic insufficiency		K86.8
T94309	Triacylglycerol lipase, pancreatic	Obesity	278	E66
T94324	Histone Deacetylase 10	Cancer	140-229	C00-C96
T94429	Human cytomegalovirus terminase subunit UL56	Cytomegalovirus infection		B25
T94444	Aldehyde oxidase	Cancer	140-229	C00-C96
T94444	Aldehyde oxidase	Vitamin K deficiency	269	E56.1
T94479	Ribosomal protein S6 kinase	Cancer	140-229	C00-C96
T94479	Ribosomal protein S6 kinase	Ulcerative colitis	556	K51
T94482	Interleukin-20	Psoriasis	696	L40
T94493	HIV adenovector Ad35	Human immunodeficiency virus infection	279.3	B20-B26
T94517	Falcipain-3	Malaria		B54
T94692	Low-density lipoprotein receptor	Non-small cell lung cancer		C33-C34
T94718	LAG3	Allergy	995.3	T78.4
T94718	LAG3	Autoimmune diabetes		E08-E13
T94718	LAG3	Cancer	140-229	C00-C96
T94977	Cardiotrophin-1	Acute liver failure		K72
T95139	Cysteine protease	Trypanosomiasis	086.5-086	B56-B57
T95212	Micelle	Otitis media		H65-H67
T95212	Micelle	Ulcer	531-534	K25-K27
T95286	Myelin-associated glycoprotein	Stroke	434.91, 437.6, 453, 671.5, 671.9	I61-I63, I80-I82
T95302	Melanocortin MC5 receptor	Acne vulgaris	706.1	L70.0
T95302	Melanocortin MC5 receptor	Seborrhea		L21
T95339	Inhibit the formation of beta-hematin by forming a complex with hemin	Malaria		B54
T95371	IFN-alphaR	HBV infection	070.2-070.3	B16, B18.0, B18.1
T95371	IFN-alphaR	HCV infection	070.4, 070.5, 070.70	B17.1, B18.2
T95371	IFN-alphaR	Ovarian cancer	183	C56
T95385	Interleukin-12 ligand	Breast cancer	174, 175	C50
T95385	Interleukin-12 ligand	Cancer	140-229	C00-C96
T95385	Interleukin-12 ligand	Crohn's disease	555	K50
T95385	Interleukin-12 ligand	Fallopian tube cancer; Peritoneal cancer; Ovarian cancer	140-229, 183.2, 221.0, 183	C57, D28, C56
